name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,03/31/2000
	NetIncome,"772,020,000","190,961,000","180,969,000","199,714,000","200,376,000","158,988,000","139,371,000","-40,602,000","1,518,131,000","121,262,000","102,524,000","147,142,000","71,848,000","97,392,000","100,872,000","106,105,000","95,866,000","10,264,000","82,555,000","69,179,000","69,420,000","47,621,000","51,367,000","50,148,000","40,546,000","48,877,000","27,616,000","31,350,000","36,177,000","39,541,000","38,247,000","35,600,000","32,444,000","42,421,000","34,537,000","29,320,000","-41,983,000","9,559,000","-344,000","28,492,000","20,984,000","20,449,000","19,264,000","11,162,000","15,841,000","9,905,000","16,815,000","32,603,000","14,930,000","11,492,000","-49,942,000","4,545,000","2,636,000","65,496,000","5,157,000","4,030,000","5,304,000","5,668,000","9,460,000","13,618,000","6,978,000","-17,269,000","-10,320,000","-2,610,000","-4,764,000","528,000","-1,516,000","538,000","1,863,000","1,121,000","3,318,000","3,772,000","557,000","452,000","-2,144,000","-7,759,000","-8,782,000","-13,913,000","-16,890,000","-18,816,000","-18,502,000","-20,719,000","-22,503,000","-22,294,000","-31,958,000","-8,080,000"
		NetIncomeIncludingNoncontrollingInterests,"772,020,000","190,961,000","180,969,000","199,714,000","200,376,000","158,988,000","139,371,000","-40,602,000","1,518,131,000","121,262,000","102,524,000","147,142,000","71,848,000","97,392,000","100,872,000","106,105,000","95,866,000","10,264,000","82,555,000","69,179,000","69,420,000","47,621,000","51,367,000","50,148,000","40,546,000","48,877,000","27,616,000","31,350,000","36,177,000","39,541,000","38,247,000","35,600,000","32,444,000","42,421,000","34,537,000","29,320,000","-41,983,000","9,559,000","-344,000","28,492,000","20,984,000","20,449,000","19,264,000","11,162,000","15,841,000","9,905,000","16,815,000","32,603,000","14,930,000","11,492,000","-49,942,000","4,545,000","2,636,000","65,496,000","5,157,000","4,030,000","5,304,000","5,668,000","9,460,000","13,618,000","6,978,000","-17,269,000","-10,320,000","-2,610,000","-4,764,000","528,000","-1,516,000","538,000","1,863,000","1,121,000","3,318,000","3,772,000","557,000","452,000","-2,144,000","-7,759,000","-8,782,000","-13,913,000","-16,890,000","-18,816,000","-18,502,000","-20,719,000","-22,503,000","-22,294,000","-31,958,000","-8,080,000"
			NetIncomeContinuousOperations,"772,020,000","190,961,000","180,969,000","199,714,000","200,376,000","158,988,000","139,371,000","-40,602,000","1,518,131,000","121,262,000","102,524,000","147,142,000","71,848,000","97,392,000","100,872,000","106,105,000","95,866,000","10,264,000","82,555,000","69,179,000","69,420,000","47,621,000","51,367,000","50,148,000","40,546,000","48,877,000","27,616,000","31,350,000","36,177,000","39,541,000","38,247,000","35,600,000","32,444,000","42,421,000","34,537,000","29,320,000","-41,983,000","9,559,000","-344,000","28,492,000","20,984,000","20,449,000","19,264,000","11,162,000","15,841,000","9,905,000","16,815,000","32,603,000","14,930,000","11,492,000","-49,942,000","4,545,000","2,636,000","65,496,000","5,157,000","4,030,000","5,304,000","5,668,000","9,460,000","13,618,000","6,978,000","-17,269,000","-10,320,000","-2,610,000","-4,764,000","528,000","-1,516,000","538,000","1,863,000","1,121,000","3,318,000","3,772,000","557,000","452,000","-2,144,000","-7,759,000","-8,782,000","-13,913,000","-16,890,000","-18,816,000","-18,502,000","-20,719,000","-22,503,000","-22,294,000","-31,958,000","-8,080,000"
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"11,191,000",
DilutedNIAvailtoComStockholders,"772,020,000","190,961,000","180,969,000","199,714,000","200,376,000","158,988,000","139,371,000","-40,602,000","1,518,131,000","121,262,000","102,524,000","147,142,000","71,848,000","97,392,000","100,872,000","106,105,000","95,866,000","10,264,000","82,555,000","69,179,000","69,420,000","47,621,000","51,367,000","50,148,000","40,546,000","48,877,000","27,616,000","31,350,000","36,177,000","39,541,000","38,247,000","35,600,000","32,444,000","42,421,000","34,537,000","29,320,000","-41,983,000","9,559,000","-344,000","28,492,000","20,984,000","20,449,000","19,264,000","11,162,000","15,841,000","9,905,000","16,815,000","32,603,000","14,930,000","11,492,000","-49,942,000","4,545,000","2,636,000","65,496,000","5,157,000","4,030,000","5,304,000","5,668,000","9,460,000","13,618,000","6,978,000","-17,269,000","-10,320,000","-2,610,000","-4,764,000","528,000","-1,516,000","538,000","1,863,000","1,121,000","3,318,000","3,772,000","557,000","452,000","-2,144,000","-7,759,000","-8,782,000","-13,913,000","-16,890,000","-18,816,000","-18,502,000","-20,719,000","-22,503,000","-22,294,000","-43,149,000","-8,080,000"
BasicEPS,,"2.42","2.29","2.53","2.54","2.02","1.77","-0.52","19.32","1.54","1.29","1.84","0.9","1.22","1.26","1.32","1.2","0.13","1.03","0.86","0.87",,"0.64","0.63","0.51",,"0.35","0.39","0.45",,"0.47","0.44","0.4",,"0.43","0.36","-0.52","0.12","0.3","0.35","0.26","0.26","0.25","0.14","0.21",,"0.22","0.43","0.2",,"-0.72","0.07","0.04",,"0.08","0.06","0.08",,"0.14","0.2","0.11",,"-0.16","-0.04","-0.08",,"-0.02","0.01","0.03",,"0.06","0.06","0.01",,"-0.04","-0.13","-0.15",,"-0.36","-0.4","-0.4",,"-0.5","-0.5","-1.29","-1.55"
DilutedEPS,,"2.4","2.28","2.51","2.51","2","1.76","-0.52","19.21","1.53","1.28","1.83","0.89","1.2","1.24","1.3","1.17","0.13","1.01","0.85","0.85",,"0.63","0.62","0.5",,"0.34","0.39","0.44",,"0.47","0.43","0.39",,"0.42","0.36","-0.52","0.12","0.29","0.34","0.26","0.25","0.24","0.14","0.2",,"0.22","0.42","0.19",,"-0.72","0.07","0.04",,"0.08","0.06","0.07",,"0.13","0.19","0.1",,"-0.16","-0.04","-0.08",,"-0.02","0.01","0.03",,"0.05","0.06","0.01",,"-0.04","-0.13","-0.15",,"-0.36","-0.4","-0.4",,"-0.5","-0.5","-1.29","-1.55"
BasicAverageShares,,"78,759,000","78,904,000","79,008,000","79,000,000","78,853,000","78,824,000","78,769,000","78,592,000","78,578,000","79,332,000","79,943,000","79,860,000","79,891,000","80,111,000","80,216,000","80,036,000","80,080,000","80,163,000","80,188,000","79,904,000",,"79,977,000","79,951,000","79,831,000",,"79,808,000","80,257,000","80,459,000",,"80,629,000","81,027,000","81,120,000",,"79,967,000","80,576,000","81,248,000","81,043,000","81,437,000","80,384,000","79,235,000","78,737,000","78,455,000","77,888,000","76,844,000",,"76,081,000","75,703,000","75,166,000",,"69,528,000","66,285,000","65,983,000",,"67,367,000","68,581,000","69,053,000",,"67,970,000","66,696,000","65,433,000",,"63,230,000","62,966,000","62,518,000",,"61,788,000","61,484,000","61,246,000",,"60,319,000","59,692,000","59,091,000",,"57,948,000","57,489,000","57,189,000",,"46,934,000","46,576,000","46,152,000",,"45,035,000","44,518,000","33,574,000","5,225,000"
DilutedAverageShares,,"79,431,000","79,516,000","79,638,000","79,798,000","79,505,000","79,163,000","78,769,000","79,028,000","79,137,000","79,825,000","80,590,000","80,687,000","80,943,000","81,359,000","81,471,000","81,628,000","81,863,000","81,789,000","81,631,000","81,534,000",,"81,466,000","81,281,000","81,320,000",,"81,092,000","81,394,000","81,824,000",,"82,014,000","82,341,000","82,817,000",,"81,848,000","82,149,000","81,248,000","82,981,000","83,906,000","82,954,000","81,856,000","80,849,000","80,266,000","80,321,000","79,361,000",,"78,109,000","77,607,000","77,597,000",,"69,528,000","67,373,000","66,447,000",,"68,704,000","69,916,000","70,860,000",,"72,230,000","71,207,000","69,331,000",,"63,230,000","62,966,000","62,518,000",,"61,788,000","62,953,000","63,148,000",,"64,055,000","64,461,000","64,559,000",,"57,948,000","57,489,000","57,189,000",,"46,934,000","46,576,000","46,152,000",,"45,035,000","44,518,000","33,574,000","5,225,000"
TotalOperatingIncomeAsReported,"976,400,000","220,892,000","261,160,000","268,902,000","225,446,000","213,184,000","177,069,000","-73,000,000","69,918,000","151,150,000","127,152,000","176,490,000","87,701,000","120,473,000","125,208,000","122,691,000","98,192,000","109,606,000","98,763,000","83,569,000","61,673,000","68,372,000","62,079,000","65,136,000","53,334,000","59,339,000","38,046,000","42,325,000","48,924,000","51,493,000","51,547,000","48,732,000","41,804,000","52,922,000","41,464,000","37,901,000","-38,075,000","17,071,000","4,503,000","36,012,000","28,006,000","26,430,000","26,312,000","16,595,000","21,023,000","14,770,000","21,923,000","45,344,000","20,697,000","14,645,000","-60,194,000","6,253,000","5,284,000","1,325,000","5,691,000","3,872,000","4,626,000","5,012,000","8,395,000","13,448,000","7,000,000","-18,067,000","-10,965,000","-3,291,000","-5,213,000","663,000","-1,539,000","1,193,000","2,129,000","656,000","3,851,000","4,341,000","917,000","470,000","-1,748,000","-8,186,000","-8,584,000","-14,165,000","-16,721,000","-18,552,000","-18,799,000","-20,827,000","-23,026,000","-23,567,000","-31,425,000","-8,048,000"
TotalExpenses,"2,976,184,000","810,207,000","754,746,000","741,906,000","669,325,000","621,336,000","557,075,000","425,314,000","481,045,000","498,637,000","486,981,000","475,207,000","431,488,000","413,547,000","380,081,000","367,568,000","338,732,000","311,717,000","286,504,000","272,913,000","248,668,000","224,831,000","216,510,000","204,226,000","185,386,000","170,937,000","169,590,000","167,163,000","149,162,000","147,107,000","138,329,000","143,799,000","138,842,000","125,370,000","123,042,000","125,927,000","124,642,000","113,843,000","107,328,000","109,614,000","107,073,000","102,475,000","99,582,000","103,491,000","83,833,000","78,123,000","74,024,000","62,852,000","69,393,000","71,971,000","139,463,000","69,654,000","63,938,000","68,758,000","67,293,000","76,030,000","70,150,000","67,505,000","63,056,000","63,155,000","56,761,000","73,258,000","59,999,000","56,512,000","54,121,000","50,501,000","52,405,000","52,747,000","49,026,000","42,999,000","41,915,000","39,863,000","38,288,000","36,032,000","35,786,000","37,411,000","33,319,000","36,591,000","35,194,000","35,807,000","35,940,000","33,127,000","35,938,000","37,050,000","37,615,000","8,677,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"772,020,000","190,961,000","180,969,000","199,714,000","200,376,000","158,988,000","139,371,000","-40,602,000","1,518,131,000","121,262,000","102,524,000","147,142,000","71,848,000","97,392,000","100,872,000","106,105,000","95,866,000","10,264,000","82,555,000","69,179,000","69,420,000","47,621,000","51,367,000","50,148,000","40,546,000","48,877,000","27,616,000","31,350,000","36,177,000","39,541,000","38,247,000","35,600,000","32,444,000","42,421,000","34,537,000","29,320,000","-41,983,000","9,559,000","-344,000","28,492,000","20,984,000","20,449,000","19,264,000","11,162,000","15,841,000","9,905,000","16,815,000","32,603,000","14,930,000","11,492,000","-49,942,000","4,545,000","2,636,000","65,496,000","5,157,000","4,030,000","5,304,000","5,668,000","9,460,000","13,618,000","6,978,000","-17,269,000","-10,320,000","-2,610,000","-4,764,000","528,000","-1,516,000","538,000","1,863,000","1,121,000","3,318,000","3,772,000","557,000","452,000","-2,144,000","-7,759,000","-8,782,000","-13,913,000","-16,890,000","-18,816,000","-18,502,000","-20,719,000","-22,503,000","-22,294,000","-31,958,000","-8,080,000"
NormalizedIncome,"772,020,000","190,961,000","180,969,000","199,714,000","200,376,000","158,988,000","139,371,000","-40,602,000","1,518,131,000","121,262,000","97,101,570.235","107,464,000","98,532,672","97,392,000","100,872,000","106,105,000","95,866,000","10,264,000","82,555,000","69,179,000","69,420,000","47,621,000","51,367,000","50,148,000","40,546,000","48,877,000","27,616,000","31,350,000","36,177,000","39,541,000","38,247,000","35,600,000","32,444,000","42,421,000","34,537,000","29,320,000","20,004,025","16,515,300","16,047,700","28,492,000","20,984,000","20,592,591.627","19,424,324.96","11,162,000","15,924,286.804","10,769,359.46","16,815,000","32,603,000","15,448,814.535","11,792,732.729","-49,942,000","4,817,966.96","3,261,300","69,076,200","7,052,662.972","4,030,000","5,304,000","6,400,664.393","9,460,000","13,618,000","5,296,915.091","-17,269,000","-10,320,000","-2,610,000","-4,764,000","528,000","-1,516,000","680,800","1,917,026.1","1,121,000","3,318,000","3,930,449.352","740,244.928","512,600","-1,906,400","-7,759,000","-8,663,200","-13,913,000","-16,890,000","-18,816,000","-18,502,000","-19,432,600","-22,816,800","-22,054,000","-31,958,000","-8,080,000"
InterestIncome,"3,103,000","676,000","401,000","383,000","1,643,000","337,000","329,000","473,000","1,986,000","2,906,000","3,478,000","3,465,000","2,633,000","2,249,000","2,234,000","1,917,000","2,176,000",,,,,,,,,,,,,,,,,,,,,"157,000","200,000",,"200,000","152,000","100,000",,"200,000","155,000","200,000",,"100,000",,,,"200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000,000",,,,,"-861,000","283,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"3,103,000","676,000","401,000","383,000","1,643,000","337,000","329,000","473,000","1,986,000","2,906,000","3,478,000","3,465,000","2,633,000","2,249,000","2,234,000","1,917,000","2,176,000","2,581,000","3,750,000","3,212,000","1,645,000","-7,516,000","1,463,000","125,000","-427,000","313,000","-1,568,000","174,000","-1,452,000","-1,716,000","-1,999,000","-93,000","601,000",,"449,000","-335,000","-988,000","157,000","200,000","541,000","-800,000","101,000","100,000","-306,000","200,000","1,016,000","-83,000","156,000","100,000","60,000","-271,000","557,000","200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"976,400,000","220,892,000","261,160,000","268,902,000","225,446,000","213,184,000","177,069,000","-73,000,000","69,918,000","151,150,000","120,360,000","125,490,000","117,483,000","120,473,000","125,208,000","122,691,000","98,192,000","109,606,000","98,763,000","83,569,000","61,673,000","68,372,000","62,079,000","65,136,000","53,334,000","59,339,000","38,046,000","42,325,000","48,924,000","51,493,000","51,547,000","48,732,000","41,804,000","52,922,000","41,464,000","37,901,000","28,938,000","28,997,000","29,168,000","36,012,000","28,194,000","26,062,000","26,312,000","16,595,000","21,023,000","13,658,000","22,123,000","45,344,000","20,697,000","13,530,000","-60,194,000","6,662,000","6,194,000","722,000","7,880,000","3,872,000","4,626,000","5,012,000","8,395,000","13,448,000","7,000,000","-18,067,000","-10,965,000","-3,291,000","-5,213,000","663,000","-1,539,000","1,193,000","2,129,000","656,000","3,851,000","4,341,000","917,000","470,000","-1,748,000","-8,186,000","-8,584,000","-14,165,000","-16,621,000","-18,552,000","-18,799,000","-20,827,000","-23,026,000","-23,567,000","-29,926,000","-8,048,000"
EBITDA,"1,085,129,000"
ReconciledCostOfRevenue,"1,017,229,000","286,536,000","260,750,000","252,270,000","217,673,000","224,057,000","200,056,000","127,986,000","156,607,000","177,829,000","169,787,000","168,408,000","146,875,000","150,924,000","133,508,000","124,677,000","109,516,000","103,406,000","92,779,000","85,565,000","74,716,000","72,954,000","69,387,000","64,146,000","58,093,000","57,466,000","50,060,000","50,854,000","46,996,000","47,938,000","44,822,000","47,055,000","43,395,000","41,816,000","39,416,000","40,137,000","40,731,000","31,926,000","32,623,000","33,443,000","31,305,000","29,968,000","29,569,000","24,936,000","22,630,000","21,137,000","21,014,000","21,178,000","20,380,000","22,810,000","20,268,000","18,338,000","17,425,000","20,233,000","18,766,000","20,243,000","19,608,000","19,127,000","18,132,000","20,247,000","17,529,000","17,197,000","16,789,000","16,492,000","14,297,000","16,711,000","14,975,000","16,620,000","15,478,000","14,961,000","14,922,000","14,250,000","13,393,000","12,926,000","13,446,000","13,269,000","11,810,000","11,831,000","10,880,000","10,774,000","12,505,000","10,182,000","11,265,000","13,830,000","4,397,000","2,026,000"
ReconciledDepreciation,"108,729,000","29,588,000","27,614,000","25,892,000","25,635,000","24,769,000","24,486,000","23,545,000","20,738,000","21,796,000","11,025,000","23,491,000","22,678,000","16,542,000","14,119,000","12,632,000","11,434,000","11,024,000","9,972,000","8,876,000","7,867,000","7,216,000","6,901,000","5,093,000","4,792,000","4,863,000","4,503,000","4,330,000","4,308,000","4,387,000","4,339,000","4,354,000","4,776,000","4,178,000","3,858,000","3,845,000","4,944,000","5,267,000","4,393,000","4,252,000","3,899,000","4,370,000","4,823,000","4,605,000","3,679,000","2,565,000","4,266,000","2,890,000","4,465,000","3,322,000","3,303,000","3,236,000","3,143,000","3,299,000","3,271,000","3,159,000","3,062,000","3,047,000","3,336,000","3,605,000","3,397,000","3,208,000","2,271,000","2,523,000","2,269,000","2,678,000","2,262,000","2,732,000","2,779,000","8,058,000","2,277,000","2,167,000","2,184,000","4,760,000","5,360,000","5,857,000","5,938,000","6,556,000","7,839,000","6,175,000","8,511,000","8,018,000","6,979,000","7,871,000","7,157,000","313,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"772,020,000","190,961,000","180,969,000","199,714,000","200,376,000","158,988,000","139,371,000","-40,602,000","1,518,131,000","121,262,000","102,524,000","147,142,000","71,848,000","97,392,000","100,872,000","106,105,000","95,866,000","10,264,000","82,555,000","69,179,000","69,420,000","47,621,000","51,367,000","50,148,000","40,546,000","48,877,000","27,616,000","31,350,000","36,177,000","39,541,000","38,247,000","35,600,000","32,444,000","42,421,000","34,537,000","29,320,000","-41,983,000","9,559,000","-344,000","28,492,000","20,984,000","20,449,000","19,264,000","11,162,000","15,841,000","9,905,000","16,815,000","32,603,000","14,930,000","11,492,000","-49,942,000","4,545,000","2,636,000","65,496,000","5,157,000","4,030,000","5,304,000","5,668,000","9,460,000","13,618,000","6,978,000","-17,269,000","-10,320,000","-2,610,000","-4,764,000","528,000","-1,516,000","538,000","1,863,000","1,121,000","3,318,000","3,772,000","557,000","452,000","-2,144,000","-7,759,000","-8,782,000","-13,913,000","-16,890,000","-18,816,000","-18,502,000","-20,719,000","-22,503,000","-22,294,000","-31,958,000","-8,080,000"
TotalUnusualItemsExcludingGoodwill,"0",,,,,"0","0","0","0","0","6,792,000","51,000,000","-29,782,000",,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-67,013,000","-10,702,000","-25,218,000",,,"-185,000","-218,000","0","-111,000","-1,267,000","0","0","-700,000","-375,000","0","-409,000","-962,000","-5,508,000","-2,189,000",,,"-758,000",,,"1,796,000",,,,,,,"-238,000","-60,000",,,"-175,000","-227,000","-101,000","-396,000",,"-198,000",,,,,"-2,144,000","523,000","-400,000",,
TotalUnusualItems,"0",,,,,"0","0","0","0","0","6,792,000","51,000,000","-29,782,000",,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-67,013,000","-10,702,000","-25,218,000",,,"-185,000","-218,000","0","-111,000","-1,267,000","0","0","-700,000","-375,000","0","-409,000","-962,000","-5,508,000","-2,189,000",,,"-758,000",,,"1,796,000",,,,,,,"-238,000","-60,000",,,"-175,000","-227,000","-101,000","-396,000",,"-198,000",,,,,"-2,144,000","523,000","-400,000",,
NormalizedEBITDA,"1,085,129,000","250,480,000","288,774,000","294,794,000","251,081,000","237,953,000","201,555,000","-49,455,000","90,656,000","172,946,000","124,593,000","97,981,000","169,943,000","137,015,000","139,327,000","135,323,000","109,626,000","120,630,000","108,735,000","92,445,000","69,540,000","75,588,000","68,980,000","70,229,000","58,126,000","64,202,000","42,549,000","46,655,000","53,232,000","55,880,000","55,886,000","53,086,000","46,580,000","57,100,000","45,322,000","41,746,000","100,895,000","44,966,000","58,779,000","40,264,000","32,093,000","30,617,000","31,353,000","21,200,000","24,813,000","17,490,000","26,389,000","48,234,000","25,862,000","17,227,000","-56,891,000","10,307,000","10,299,000","9,529,000","13,340,000","7,031,000","7,688,000","8,817,000","11,731,000","17,053,000","8,601,000","-14,859,000","-8,694,000","-768,000","-2,944,000","3,341,000","723,000","4,163,000","4,968,000","8,714,000","6,128,000","6,683,000","3,328,000","5,331,000","4,008,000","-2,329,000","-2,448,000","-7,609,000","-8,782,000","-12,377,000","-10,288,000","-10,665,000","-16,570,000","-15,296,000","-22,769,000","-7,735,000"
TaxRateForCalcs,"0.237","0.132","0.309","0.257","0.234","0.259","0.245","0.27","0.27","0.222","0.202","0.222","0.104","0.185","0.194","0.066","0.029","0.4","0.179","0.177","0.114","0.198","0.184","0.232","0.234","0.181","0.243","0.262","0.238","0.206","0.228","0.268","0.235","0.195","0.176","0.22","0.075","0.35","0.35","0.221","0.228","0.224","0.265","0.315","0.25","0.318","0.23","0.283","0.259","0.198","0.174","0.333","0.35","0.35","0.134","0.066","0.052","0.033","0.005","0.036","0.064","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.1","0.119","0.087","0.095","0.193","0.4","0.4","0.4","0.4","0","0","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","1,369,570.235","11,322,000","-3,097,328","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-5,025,975","-3,745,700","-8,826,300","0","0","-41,408.373","-57,675.04","0","-27,713.196","-402,640.54","0","0","-181,185.465","-74,267.271","0","-136,033.04","-336,700","-1,927,800","-293,337.028","0","0","-25,335.607","0","0","114,915.091","0","0","0","0","0","0","-95,200","-5,973.9","0","0","-16,550.648","-43,755.072","-40,400","-158,400","0","-79,200","0","0","0","0","-857,600","209,200","-160,000","0","0"