name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009
	NetIncome,"1,784,000,000","637,000,000","495,000,000","-757,000,000","1,409,000,000","607,000,000","455,000,000","-637,000,000","-306,000,000","610,000,000","506,000,000","518,000,000","556,000,000","494,000,000","732,000,000","-141,000,000","524,000,000","-1,006,000,000","373,000,000","376,000,000","440,000,000","209,000,000","-188,000,000","372,000,000","315,000,000","-695,000,000","186,000,000","333,000,000","429,000,000","126,000,000","329,000,000","284,000,000","287,000,000","338,000,000","286,000,000","277,000,000","292,000,000","220,000,000","200,000,000","-126,000,000","21,000,000","155,800,000","151,500,000","132,100,000","155,000,000","63,000,000","10,600,000","46,000,000","-160,900,000","127,100,000"
		NetIncomeIncludingNoncontrollingInterests,"1,850,000,000","654,000,000","511,000,000","-740,000,000","1,425,000,000","623,000,000","472,000,000","-624,000,000","-291,000,000","627,000,000","517,000,000","528,000,000","567,000,000","502,000,000","1,005,000,000","-130,000,000","542,000,000","-992,000,000","387,000,000","383,000,000","445,000,000","215,000,000","-183,000,000","375,000,000","314,000,000","-736,000,000","183,000,000","342,000,000","419,000,000","566,000,000","779,000,000","497,000,000","601,000,000","704,000,000","551,000,000","781,000,000","656,000,000","488,000,000","255,000,000","-243,000,000","-73,000,000","293,100,000","84,200,000","81,700,000","201,000,000","166,600,000","52,600,000","260,300,000","-179,900,000","189,700,000"
			NetIncomeContinuousOperations,"1,850,000,000","654,000,000","511,000,000","-740,000,000","1,425,000,000","623,000,000","472,000,000","-624,000,000","-291,000,000","627,000,000","517,000,000","528,000,000","567,000,000","502,000,000","1,005,000,000","-130,000,000","542,000,000","-992,000,000","387,000,000","383,000,000","445,000,000","215,000,000","-183,000,000","375,000,000","314,000,000","-736,000,000","183,000,000","342,000,000","419,000,000","566,000,000","779,000,000","497,000,000","601,000,000","706,000,000","551,000,000","781,000,000","658,000,000","476,000,000","386,000,000","37,000,000","305,000,000","284,800,000","84,600,000","81,800,000","201,000,000","166,900,000","52,800,000","260,300,000","-179,700,000","189,800,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-2,000,000","0","0","-2,000,000","12,000,000","-131,000,000","-280,000,000","-378,000,000","8,300,000","-400,000","-100,000","0","-300,000","-200,000","0","-200,000","-100,000"
		MinorityInterests,"-66,000,000","-17,000,000","-16,000,000","-17,000,000","-16,000,000","-16,000,000","-17,000,000","-13,000,000","-15,000,000","-17,000,000","-11,000,000","-10,000,000","-11,000,000","-8,000,000","-273,000,000","-11,000,000","-18,000,000","-14,000,000","-14,000,000","-7,000,000","-5,000,000","-6,000,000","-5,000,000","-3,000,000","1,000,000","41,000,000","3,000,000","-9,000,000","10,000,000","-440,000,000","-450,000,000","-213,000,000","-314,000,000","-366,000,000","-265,000,000","-504,000,000","-364,000,000","-268,000,000","-55,000,000","117,000,000","94,000,000","-137,300,000","67,300,000","50,400,000","-46,000,000","-103,600,000","-42,000,000","-214,300,000","19,000,000","-62,600,000"
	PreferredStockDividends,,,,,,,,,,,,,,"11,000,000","39,000,000","39,000,000","39,000,000","39,000,000","39,000,000","39,000,000","39,000,000","39,000,000","39,000,000","39,000,000","39,000,000","26,000,000",,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,"14,000,000","4,000,000","4,000,000","3,000,000","7,000,000","4,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","4,000,000","2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"70,600,000",,,,,
DilutedNIAvailtoComStockholders,"1,770,000,000","633,000,000","491,000,000","-760,000,000","1,402,000,000","603,000,000","452,000,000","-640,000,000","-309,000,000","607,000,000","503,000,000","515,000,000","553,000,000","480,000,000","689,000,000","-182,000,000","485,000,000","-1,050,000,000","334,000,000","337,000,000","401,000,000","170,000,000","-227,000,000","333,000,000","276,000,000","-721,000,000","186,000,000","333,000,000","429,000,000","126,000,000","329,000,000","284,000,000","287,000,000","338,000,000","286,000,000","277,000,000","292,000,000","220,000,000","200,000,000","-126,000,000","21,000,000","155,800,000","151,500,000","132,100,000","84,400,000","63,000,000","10,600,000","46,000,000","-160,900,000","127,100,000"
BasicEPS,,"0.28","0.22","-0.34","0.62","0.27","0.2","-0.28","-0.14","0.27","0.22","0.23","0.24","0.21","0.31","-0.08","0.22","-0.47","0.15","0.15","0.18","0.08","-0.1","0.15","0.12","-0.29","0.08","0.15","0.22","0.08","0.32","0.27","0.28","0.33","0.27","0.27","0.28","0.34","0.19","-0.15","0.03",,"0.21","0.19","0.12",,"0.054","0.232","-0.813",
DilutedEPS,,"0.28","0.22","-0.34","0.62","0.27","0.2","-0.28","-0.14","0.27","0.22","0.23","0.24","0.21","0.31","-0.08","0.22","-0.47","0.15","0.15","0.18","0.08","-0.1","0.15","0.12","-0.29","0.08","0.15","0.22","0.08","0.32","0.27","0.28","0.33","0.27","0.27","0.28","0.34","0.19","-0.15","0.03",,"0.21","0.19","0.12",,"0.054","0.232","-0.813",
BasicAverageShares,,"2,267,000,000","2,267,000,000","2,265,000,000","2,264,000,000","2,264,000,000","2,263,000,000","2,261,000,000","2,264,000,000","2,265,000,000","2,264,000,000","2,262,000,000","2,262,000,000","2,248,000,000","2,205,000,000","2,204,000,000","2,207,000,000","2,229,000,000","2,231,000,000","2,230,000,000","2,230,000,000","2,230,000,000","2,230,000,000","2,229,000,000","2,229,000,000","2,229,000,000","2,203,000,000","2,175,000,000","2,141,000,000","1,457,000,000","1,028,000,000","1,028,000,000","1,029,000,000","1,035,000,000","1,036,000,000","1,036,000,000","1,036,000,000","1,036,000,000","1,037,000,000","320,000,000","707,000,000",,"707,000,000","707,000,000","707,000,000",,"197,929,527","197,929,527","197,929,527",
DilutedAverageShares,,"2,267,000,000","2,267,000,000","2,265,000,000","2,264,000,000","2,264,000,000","2,263,000,000","2,261,000,000","2,264,000,000","2,265,000,000","2,264,000,000","2,262,000,000","2,262,000,000","2,248,000,000","2,205,000,000","2,204,000,000","2,207,000,000","2,229,000,000","2,231,000,000","2,230,000,000","2,230,000,000","2,230,000,000","2,230,000,000","2,229,000,000","2,229,000,000","2,229,000,000","2,203,000,000","2,187,000,000","2,151,000,000","1,457,000,000","1,028,000,000","1,028,000,000","1,029,000,000","1,035,000,000","1,036,000,000","1,038,000,000","1,038,000,000","1,333,000,000","1,471,000,000","843,000,000","1,244,000,000",,"1,304,000,000","1,303,100,000","707,000,000",,"197,929,527","197,929,527","197,929,527",
TotalOperatingIncomeAsReported,"2,916,000,000","950,000,000","844,000,000","-764,000,000","1,886,000,000","980,000,000","819,000,000","-282,000,000","43,000,000","1,931,000,000","951,000,000","973,000,000","1,018,000,000","1,058,000,000","1,515,000,000","272,000,000","949,000,000","812,000,000","830,000,000","922,000,000","980,000,000","934,000,000","882,000,000","940,000,000","816,000,000","-244,000,000","721,000,000","892,000,000","1,078,000,000","956,000,000","1,332,000,000","1,013,000,000","1,147,000,000","1,160,000,000","1,041,000,000","775,000,000","1,020,000,000","965,000,000","852,000,000","260,000,000","516,000,000","469,600,000","415,500,000","256,600,000","397,000,000","449,800,000","181,100,000","405,400,000","244,400,000","359,400,000"
TotalExpenses,"12,070,000,000","3,447,000,000","2,979,000,000","2,314,000,000","3,329,000,000","2,188,000,000","2,090,000,000","1,837,000,000","2,092,000,000","2,352,000,000","2,265,000,000","2,253,000,000","2,411,000,000","2,622,000,000","2,590,000,000","2,505,000,000","2,469,000,000","2,821,000,000","2,444,000,000","2,447,000,000","2,437,000,000","2,376,000,000","2,373,000,000","2,206,000,000","2,145,000,000","2,298,000,000","2,603,000,000","2,525,000,000","2,464,000,000","2,723,000,000","2,959,000,000","2,917,000,000","2,904,000,000","2,730,000,000","2,780,000,000","2,624,000,000","2,039,000,000","2,105,000,000","2,022,000,000","1,927,000,000","1,339,000,000","1,541,900,000","1,790,300,000","1,790,100,000","1,610,400,000","1,504,100,000","1,906,700,000","1,582,400,000","1,914,500,000","1,591,300,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"1,784,000,000","637,000,000","495,000,000","-757,000,000","1,409,000,000","607,000,000","455,000,000","-637,000,000","-306,000,000","610,000,000","506,000,000","518,000,000","556,000,000","494,000,000","732,000,000","-141,000,000","524,000,000","-1,006,000,000","373,000,000","376,000,000","440,000,000","209,000,000","-188,000,000","372,000,000","315,000,000","-695,000,000","186,000,000","333,000,000","429,000,000","126,000,000","329,000,000","284,000,000","287,000,000","338,000,000","286,000,000","277,000,000","292,000,000","220,000,000","200,000,000","-126,000,000","21,000,000","155,800,000","151,500,000","132,100,000","155,000,000","63,000,000","10,600,000","46,000,000","-160,900,000","127,100,000"
NormalizedIncome,"3,138,416,000","655,565,161.29","498,168,000","455,714,000","1,405,792,000","564,168,750","463,481,000","96,650,000","402,830,000","-68,170,000","503,678,000","510,190,000","556,000,000","560,069,677.419","239,844,000","541,097,000","524,000,000","-916,000,000","377,949,000","376,000,000","443,864,000","416,600,000","67,600,000","369,448,000","472,685,000","255,400,000","428,165,000","365,200,000","479,204,000","126,000,000","329,000,000","284,000,000","287,000,000","340,000,000","286,760,000","277,000,000","136,500,000","208,000,000","313,690,582.96","133,891,304.348","351,842,892.768","148,359,989.935","259,930,000","120,565,000","155,338,497.811","54,915,000","8,210,354.223","51,867,592.29","-164,944,367.733","124,309,286.776"
InterestIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,000,000","9,000,000","6,000,000","5,000,000","3,900,000","8,000,000","5,700,000","5,400,000",,"5,000,000","7,300,000","5,600,000",
InterestExpense,,,,,,,,,"436,000,000","442,000,000","447,000,000","452,000,000","460,000,000","461,000,000","473,000,000","516,000,000","467,000,000","445,000,000","459,000,000","463,000,000","465,000,000","422,000,000","472,000,000","471,000,000","441,000,000","527,000,000","540,000,000","472,000,000","512,000,000","478,000,000","432,000,000","440,000,000","448,000,000","428,000,000","418,000,000","427,000,000","402,000,000","414,000,000","532,000,000","297,000,000","184,000,000","179,100,000","177,400,000","172,700,000","174,100,000",,"173,900,000","163,700,000","156,200,000",
NetInterestIncome,"-1,492,000,000","-370,000,000","-368,000,000","-377,000,000","-377,000,000","-381,000,000","-383,000,000","-395,000,000","-436,000,000","-442,000,000","-447,000,000","-452,000,000","-460,000,000","-461,000,000","-473,000,000","-516,000,000","-467,000,000","-445,000,000","-459,000,000","-463,000,000","-465,000,000","-422,000,000","-472,000,000","-471,000,000","-441,000,000","-527,000,000","-540,000,000","-472,000,000","-512,000,000","-478,000,000","-432,000,000","-440,000,000","-448,000,000","-428,000,000","-418,000,000","-427,000,000","-402,000,000","-406,000,000","-523,000,000","-291,000,000","-179,000,000","-175,200,000","-169,400,000","-167,000,000","-168,700,000","-169,000,000","-168,900,000","-156,400,000","-150,600,000","-152,000,000"
EBIT,"4,540,000,000","978,000,000","845,000,000","836,000,000","1,882,000,000","927,000,000","829,000,000","723,000,000","205,000,000","2,038,000,000","949,000,000","1,128,000,000","1,199,000,000","1,624,000,000","927,000,000","340,000,000","1,173,000,000","1,248,000,000","837,000,000","1,062,000,000","1,156,000,000","810,000,000","666,000,000","1,059,000,000","909,000,000","-166,000,000","831,000,000","1,003,000,000","1,155,000,000","1,068,000,000","1,457,000,000","1,115,000,000","1,249,000,000","1,201,000,000","1,140,000,000","1,433,000,000","1,339,000,000","864,000,000","978,000,000","343,000,000","585,000,000","576,500,000","328,500,000","342,300,000","471,000,000","305,300,000","247,300,000","469,800,000","-119,000,000","359,400,000"
EBITDA,"6,675,000,000"
ReconciledCostOfRevenue,"8,628,000,000","2,529,000,000","2,085,000,000","1,464,000,000","2,550,000,000","1,314,000,000","1,194,000,000","973,000,000","1,228,000,000","1,437,000,000","1,340,000,000","1,356,000,000","1,541,000,000","1,786,000,000","1,704,000,000","1,639,000,000","1,589,000,000","1,709,000,000","1,591,000,000","1,667,000,000","1,639,000,000","1,601,000,000","1,520,000,000","1,304,000,000","1,282,000,000","1,418,000,000","1,723,000,000","1,655,000,000","1,628,000,000","1,905,000,000","2,162,000,000","2,112,000,000","2,139,000,000","1,965,000,000","2,010,000,000","1,696,000,000","1,382,000,000","1,221,000,000","1,345,000,000","1,024,000,000","879,000,000","1,098,700,000","1,354,400,000","1,363,000,000","1,125,200,000","2,206,000,000","1,294,900,000","1,167,100,000","1,471,100,000","828,200,000"
ReconciledDepreciation,"2,135,000,000","540,000,000","526,000,000","528,000,000","541,000,000","528,000,000","539,000,000","532,000,000","565,000,000","661,000,000","578,000,000","579,000,000","593,000,000","587,000,000","569,000,000","571,000,000","570,000,000","564,000,000","562,000,000","577,000,000","558,000,000","557,000,000","549,000,000","552,000,000","551,000,000","584,000,000","617,000,000","570,000,000","538,000,000","522,000,000","520,000,000","502,000,000","496,000,000","479,000,000","473,000,000","442,000,000","412,000,000","409,000,000","403,000,000","333,000,000","281,000,000","284,300,000","287,800,000","263,700,000","256,100,000","265,100,000","261,700,000","269,700,000","282,300,000","293,100,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"1,784,000,000","637,000,000","495,000,000","-757,000,000","1,409,000,000","607,000,000","455,000,000","-637,000,000","-306,000,000","610,000,000","506,000,000","518,000,000","556,000,000","494,000,000","732,000,000","-141,000,000","524,000,000","-1,006,000,000","373,000,000","376,000,000","440,000,000","209,000,000","-188,000,000","372,000,000","315,000,000","-695,000,000","186,000,000","333,000,000","429,000,000","126,000,000","329,000,000","284,000,000","287,000,000","340,000,000","286,000,000","277,000,000","294,000,000","208,000,000","331,000,000","154,000,000","399,000,000","147,500,000","151,900,000","132,200,000","155,000,000","63,300,000","10,800,000","46,000,000","-160,700,000","127,200,000"
TotalUnusualItemsExcludingGoodwill,"-1,624,000,000","-22,000,000","-4,000,000","-1,602,000,000","4,000,000","55,000,000","-11,000,000","-1,005,000,000","-971,000,000","929,000,000","3,000,000","10,000,000",,"-102,000,000","588,000,000","-923,000,000",,"-150,000,000","-7,000,000","0","-6,000,000","-346,000,000","-426,000,000","4,000,000","-235,000,000","-1,584,000,000","-385,000,000","-50,000,000","-77,000,000","-272,000,000",,,,"0","-1,000,000",,"225,000,000",,"20,000,000","25,000,000","62,000,000","-1,200,000","-166,200,000","17,900,000","-500,000","12,900,000","3,600,000","-6,900,000","6,500,000","4,100,000"
TotalUnusualItems,"-1,624,000,000","-22,000,000","-4,000,000","-1,602,000,000","4,000,000","55,000,000","-11,000,000","-1,005,000,000","-971,000,000","929,000,000","3,000,000","10,000,000",,"-102,000,000","588,000,000","-923,000,000",,"-150,000,000","-7,000,000","0","-6,000,000","-346,000,000","-426,000,000","4,000,000","-235,000,000","-1,584,000,000","-385,000,000","-50,000,000","-77,000,000","-272,000,000",,,,"0","-1,000,000",,"225,000,000",,"20,000,000","25,000,000","62,000,000","-1,200,000","-166,200,000","17,900,000","-500,000","12,900,000","3,600,000","-6,900,000","6,500,000","4,100,000"
NormalizedEBITDA,"8,299,000,000","1,540,000,000","1,375,000,000","2,966,000,000","2,419,000,000","1,400,000,000","1,379,000,000","2,260,000,000","1,741,000,000","1,770,000,000","1,524,000,000","1,697,000,000","1,792,000,000","2,313,000,000","908,000,000","1,834,000,000","1,743,000,000","1,962,000,000","1,406,000,000","1,639,000,000","1,720,000,000","1,713,000,000","1,641,000,000","1,607,000,000","1,695,000,000","2,002,000,000","1,833,000,000","1,623,000,000","1,770,000,000","1,590,000,000","1,977,000,000","1,617,000,000","1,745,000,000","1,680,000,000","1,614,000,000","1,875,000,000","1,526,000,000","1,273,000,000","1,361,000,000","651,000,000","804,000,000","862,000,000","782,500,000","588,100,000","727,600,000","557,500,000","505,400,000","746,400,000","156,800,000","648,400,000"
TaxRateForCalcs,"0.166","0.156","0.208","0.243","0.198","0.221","0.229","0.27","0.27","0.27","0.226","0.219","0.233","0.352","0.163","0.261","0.232","0.4","0.293","0.361","0.356","0.4","0.4","0.362","0.329","0.4","0.371","0.356","0.348","0.041","0.24","0.26","0.25","0.087","0.24","0.22","0.3","0.35","0.135","0.196","0.239","0.283","0.35","0.35","0.323","0.35","0.281","0.15","0.347","0.295"
TaxEffectOfUnusualItems,"-269,584,000","-3,434,838.71","-832,000","-389,286,000","792,000","12,168,750","-2,519,000","-271,350,000","-262,170,000","250,830,000","678,000","2,190,000","0","-35,930,322.581","95,844,000","-240,903,000","0","-60,000,000","-2,051,000","0","-2,136,000","-138,400,000","-170,400,000","1,448,000","-77,315,000","-633,600,000","-142,835,000","-17,800,000","-26,796,000","0","0","0","0","0","-240,000","0","67,500,000","0","2,690,582.96","4,891,304.348","14,842,892.768","-340,010.065","-58,170,000","6,265,000","-161,502.189","4,515,000","1,010,354.223","-1,032,407.71","2,255,632.267","1,209,286.776"