name,ttm,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000
TotalRevenue,"6,510,800,000","2,141,200,000","1,480,900,000","1,615,400,000","1,273,300,000","1,685,400,000","1,172,200,000","714,800,000","1,072,700,000","1,816,000,000","1,357,900,000","1,513,700,000","1,331,400,000","1,800,800,000","1,381,200,000","1,483,700,000","1,322,400,000","1,785,000,000","1,288,900,000","1,133,800,000","995,200,000","1,321,700,000","1,037,600,000","1,154,600,000","1,033,100,000","1,273,800,000","1,030,300,000","1,004,100,000","929,300,000","1,219,400,000","1,038,800,000","1,136,216,000","1,099,626,000","1,419,624,000","1,150,760,000","1,222,688,000","1,187,578,000","1,503,774,000","1,161,350,000","1,155,191,000","1,108,981,000","1,448,649,000","1,050,359,000","1,031,675,000","950,706,000","1,264,457,000","911,669,000","950,525,000","830,669,000","1,065,005,000","761,437,000","777,744,000","739,939,000","960,256,000","752,529,000","781,500,000","744,522,000","978,017,000","676,718,000","652,129,000","625,303,000","836,387,000","553,851,000","514,355,000","497,859,000","650,336,000","448,951,000","418,660,000","415,939,000","531,759,000","344,065,000","338,145,000","313,073,000","411,513,000","258,375,000","231,516,000","220,396,000","308,523,000","192,791,000","171,380,000","161,571,000","235,750,000","150,702,000","136,771,000","130,598,000","214,158,000","134,552,000"
	OperatingRevenue,"6,510,800,000","2,141,200,000","1,480,900,000","1,615,400,000","1,273,300,000","1,685,400,000","1,172,200,000","714,800,000","1,072,700,000","1,816,000,000","1,357,900,000","1,513,700,000","1,331,400,000","1,800,800,000","1,381,200,000","1,483,700,000","1,322,400,000","1,785,000,000","1,288,900,000","1,133,800,000","995,200,000","1,321,700,000","1,037,600,000","1,154,600,000","1,033,100,000","1,273,800,000","1,030,300,000","1,004,100,000","929,300,000","1,219,400,000","1,038,800,000","1,136,216,000","1,099,626,000","1,419,624,000","1,150,760,000","1,222,688,000","1,187,578,000","1,503,774,000","1,161,350,000","1,155,191,000","1,108,981,000","1,448,649,000","1,050,359,000","1,031,675,000","950,706,000","1,264,457,000","911,669,000","950,525,000","830,669,000","1,065,005,000","761,437,000","777,744,000","739,939,000","960,256,000","752,529,000","781,500,000","744,522,000","978,017,000","676,718,000","652,129,000","625,303,000","836,387,000","553,851,000","514,355,000","497,859,000","650,336,000","448,951,000","418,660,000","415,939,000","531,759,000","344,065,000","338,145,000","313,073,000","411,513,000","258,375,000","231,516,000","220,396,000","308,523,000","192,791,000","171,380,000","161,571,000","235,750,000","150,702,000","136,771,000","130,598,000","214,158,000","134,552,000"
CostOfRevenue,"1,906,700,000","683,800,000","412,200,000","449,300,000","361,400,000","511,700,000","342,000,000","215,900,000","456,500,000","606,300,000","443,400,000","514,500,000","415,500,000","597,300,000","446,100,000","480,500,000","413,500,000","607,600,000","524,500,000","379,300,000","289,500,000","415,500,000","322,900,000","371,900,000","320,100,000","414,700,000","333,800,000","316,400,000","263,800,000","379,400,000","323,400,000","429,844,000","318,287,000","436,945,000","324,187,000","335,278,000","307,390,000","418,392,000","316,182,000","317,044,000","290,914,000","403,438,000","285,706,000","291,136,000","259,051,000","349,281,000","235,498,000","253,526,000","215,094,000","294,066,000","211,259,000","230,426,000","214,876,000","268,220,000","194,336,000","188,208,000","186,204,000","240,745,000","158,497,000","142,853,000","138,893,000","191,911,000","129,171,000","111,282,000","108,090,000","145,660,000","107,590,000","93,704,000","91,266,000","128,791,000","85,891,000","78,632,000","75,556,000","106,370,000","70,466,000","61,960,000","60,589,000","91,681,000","61,567,000","57,313,000","50,465,000","74,132,000","54,131,000","65,846,000","39,953,000","68,541,000","44,167,000"
GrossProfit,"4,604,100,000","1,457,400,000","1,068,700,000","1,166,100,000","911,900,000","1,173,700,000","830,200,000","498,900,000","616,200,000","1,209,700,000","914,500,000","999,200,000","915,900,000","1,203,500,000","935,100,000","1,003,200,000","908,900,000","1,177,400,000","764,400,000","754,500,000","705,700,000","906,200,000","714,700,000","782,700,000","713,000,000","859,100,000","696,500,000","687,700,000","665,500,000","840,000,000","715,400,000","706,372,000","781,339,000","982,679,000","826,573,000","887,410,000","880,188,000","1,085,382,000","845,168,000","838,147,000","818,067,000","1,045,211,000","764,653,000","740,539,000","691,655,000","915,176,000","676,171,000","696,999,000","615,575,000","770,939,000","550,178,000","547,318,000","525,063,000","692,036,000","558,193,000","593,292,000","558,318,000","737,272,000","518,221,000","509,276,000","486,410,000","644,476,000","424,680,000","403,073,000","389,769,000","504,676,000","341,361,000","324,956,000","324,673,000","402,968,000","258,174,000","259,513,000","237,517,000","305,143,000","187,909,000","169,556,000","159,807,000","216,842,000","131,224,000","114,067,000","111,106,000","161,618,000","96,571,000","70,925,000","90,645,000","145,617,000","90,385,000"
OperatingExpense,"3,469,900,000","994,600,000","773,700,000","906,400,000","795,200,000","784,300,000","628,000,000","778,900,000","824,000,000","846,600,000","862,900,000","829,300,000","810,100,000","822,800,000","777,400,000","816,000,000","749,900,000","831,000,000","786,200,000","561,500,000","554,600,000","628,800,000","548,800,000","665,900,000","578,700,000","598,100,000","555,100,000","648,900,000","541,500,000","564,600,000","535,600,000","606,584,000","518,630,000","546,736,000","504,939,000","569,656,000","531,695,000","558,805,000","513,451,000","486,517,000","480,575,000","544,310,000","442,687,000","428,447,000","437,818,000","461,841,000","390,511,000","400,034,000","366,453,000","390,102,000","326,931,000","342,631,000","339,686,000","343,673,000","324,707,000","344,676,000","301,626,000","334,209,000","279,463,000","263,875,000","259,783,000","282,489,000","227,014,000","222,956,000","224,333,000","230,734,000","196,252,000","183,547,000","178,842,000","179,833,000","246,739,000","148,246,000","136,648,000","144,439,000","116,284,000","118,749,000","107,060,000","114,242,000","93,616,000","90,197,000","87,379,000","91,677,000","77,101,000","55,467,000","77,919,000","83,905,000","73,643,000"
	SellingGeneralAndAdministration,"3,469,900,000","994,600,000","773,700,000","906,400,000","795,200,000","784,300,000","628,000,000","778,900,000","824,000,000","846,600,000","862,900,000","829,300,000","810,100,000","822,800,000","777,400,000","816,000,000","749,900,000","831,000,000","786,200,000","561,500,000","554,600,000","628,800,000","548,800,000","665,900,000","578,700,000","598,100,000","555,100,000","648,900,000","541,500,000","564,600,000","535,600,000","606,584,000","518,630,000","546,736,000","504,939,000","569,656,000","531,695,000","558,805,000","513,451,000","486,517,000","480,575,000","544,310,000","442,687,000","428,447,000","437,818,000","461,841,000","390,511,000","400,034,000","366,453,000","390,102,000","326,931,000","342,631,000","339,686,000","343,673,000","324,707,000","344,676,000","301,626,000","334,209,000","279,463,000","263,875,000","259,783,000","282,489,000","227,014,000","222,956,000","224,333,000","230,734,000","196,252,000","183,547,000","178,842,000","179,833,000","146,739,000","148,246,000","136,648,000","144,439,000","116,284,000","118,749,000","107,060,000","114,242,000","93,616,000","90,197,000","87,379,000","91,677,000","77,101,000","71,806,000","72,963,000","78,300,000","68,246,000"
		SellingAndMarketingExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"480,575,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,319,000","5,605,000","5,397,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,319,000","5,605,000","5,397,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000,000",,,,,,,,,,,,,"-18,000","-363,000",,
OperatingIncome,"1,134,200,000","462,800,000","295,000,000","259,700,000","116,700,000","389,400,000","202,200,000","-280,000,000","-207,800,000","363,100,000","51,600,000","169,900,000","105,800,000","380,700,000","157,700,000","187,200,000","159,000,000","346,400,000","-21,800,000","193,000,000","151,100,000","277,400,000","165,900,000","116,800,000","134,300,000","261,000,000","141,400,000","38,800,000","124,000,000","275,400,000","179,800,000","99,788,000","262,709,000","435,943,000","321,634,000","317,754,000","348,493,000","526,577,000","331,717,000","351,630,000","337,492,000","500,901,000","321,966,000","312,092,000","253,837,000","453,335,000","285,660,000","296,965,000","249,122,000","380,837,000","223,247,000","204,687,000","185,377,000","348,363,000","233,486,000","248,616,000","256,692,000","403,063,000","238,758,000","245,401,000","226,627,000","361,987,000","197,666,000","180,117,000","165,436,000","273,942,000","145,109,000","141,409,000","145,831,000","223,135,000","11,435,000","111,267,000","100,869,000","160,704,000","71,625,000","50,807,000","52,747,000","102,600,000","37,608,000","23,870,000","23,727,000","69,941,000","19,470,000","15,458,000","12,726,000","61,712,000","16,742,000"
NetNonOperatingInterestIncomeExpense,"-65,300,000","-15,900,000","-16,100,000","-16,400,000","-16,900,000","-18,700,000","-19,400,000","-20,300,000","-13,500,000","-14,000,000","-12,300,000","-11,000,000","-10,600,000","-13,200,000","-13,100,000","-14,400,000","-16,900,000","-22,200,000","-20,500,000","-13,600,000","-4,000,000","-5,100,000","-5,700,000","-7,400,000","-6,500,000","-6,300,000","-6,700,000","-6,300,000","-1,200,000","400,000","700,000","529,000","-1,929,000","1,953,000","1,622,000","1,046,000","1,021,000","266,000","36,000","365,000","257,000","-16,000","114,000","261,000","292,000","230,000","248,000","2,137,000","104,000","112,000","-596,000","2,111,000","-121,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"365,000","257,000",,"114,000","261,000","292,000","230,000","248,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"65,300,000","15,900,000","16,100,000","16,400,000","16,900,000","18,700,000","19,400,000","20,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,"-20,300,000","13,500,000","14,000,000","12,300,000","11,000,000","10,600,000","13,200,000","13,100,000","14,400,000","16,900,000","22,200,000","20,500,000","13,600,000","4,000,000","5,100,000","5,700,000","7,400,000","6,500,000","6,300,000","6,700,000","6,300,000","1,200,000","-400,000","-700,000","-529,000","1,929,000","-1,953,000","-1,622,000","-1,046,000","-1,021,000","-266,000","-36,000",,"-257,000","16,000","-114,000",,"-292,000","-230,000","-248,000",,"-104,000","-112,000","596,000","-2,111,000","121,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-64,500,000","-56,800,000","-2,200,000","-1,100,000","-4,400,000","3,600,000","2,600,000","-500,000","-483,700,000","5,900,000","-12,700,000",,,,,,,,,,,,,,,,,,,,,,,,"6,000","-1,043,000","-1,764,000","-1,505,000","-2,072,000","-1,886,000","-1,929,000","-1,755,000","-1,476,000","-1,668,000","-1,134,000","-1,124,000","-810,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,094,000","-4,467,000",,,"18,000","363,000",,"-4,950,000"
	SpecialIncomeCharges,"-53,700,000","-53,700,000",,"0","0",,,"0","-477,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,072,000","-1,886,000","-1,929,000","-1,755,000","-1,476,000","-1,668,000","-1,134,000","-1,124,000","-810,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,094,000","-4,467,000",,,"18,000","363,000",,"-4,950,000"
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,094,000","4,467,000",,,,,,
		ImpairmentOfCapitalAssets,,,,"0","0",,,"0","477,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,"53,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,886,000","1,929,000","1,755,000","1,476,000","1,668,000","1,134,000","1,124,000","810,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-10,800,000","-3,100,000","-2,200,000","-1,100,000","-4,400,000","3,600,000","2,600,000","-500,000","-6,000,000","5,900,000","-12,700,000",,,,,,,,,,,,,,,,,,,,,,,,"6,000","-1,043,000","-1,764,000","-1,505,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"1,004,400,000","390,100,000","276,700,000","242,200,000","95,400,000","374,300,000","185,400,000","-300,800,000","-705,000,000","355,000,000","26,600,000","158,900,000","95,200,000","367,500,000","144,600,000","172,800,000","142,100,000","324,200,000","-42,300,000","179,400,000","147,100,000","272,300,000","160,200,000","109,400,000","127,800,000","254,700,000","134,700,000","32,500,000","122,800,000","275,800,000","180,500,000","100,317,000","260,780,000","437,896,000","323,262,000","317,757,000","347,750,000","525,338,000","329,681,000","350,109,000","335,820,000","499,130,000","320,604,000","310,685,000","252,995,000","452,441,000","285,098,000","299,102,000","249,226,000","380,949,000","222,651,000","206,798,000","185,256,000","348,895,000","236,132,000","261,325,000","266,239,000","413,631,000","253,754,000","259,209,000","239,615,000","369,875,000","204,255,000","189,745,000","175,554,000","280,932,000","150,996,000","146,245,000","150,776,000","226,604,000","113,945,000","112,820,000","101,637,000","161,170,000","72,030,000","51,247,000","53,091,000","102,710,000","37,773,000","25,204,000","19,389,000","69,720,000","19,291,000","15,142,000","12,296,000","60,313,000","11,679,000"
TaxProvision,"168,100,000","72,200,000","49,800,000","42,400,000","3,700,000","63,300,000","-46,300,000","-7,000,000","-27,900,000","56,200,000","6,600,000","10,000,000","-22,200,000","112,700,000","22,300,000","-38,900,000","1,800,000","261,000,000","-24,600,000","27,700,000","24,900,000","72,600,000","42,800,000","27,900,000","15,300,000","84,600,000","38,300,000","20,800,000","34,700,000","92,300,000","61,400,000","25,042,000","70,040,000","140,458,000","105,379,000","96,414,000","108,818,000","172,574,000","108,300,000","98,679,000","110,818,000","151,635,000","105,621,000","108,204,000","66,980,000","149,013,000","96,222,000","103,575,000","91,590,000","139,999,000","81,824,000","61,005,000","70,397,000","131,989,000","90,321,000","47,801,000","103,827,000","161,314,000","98,968,000","99,806,000","92,225,000","142,402,000","78,639,000","72,103,000","66,708,000","106,758,000","57,381,000","48,573,000","57,296,000","86,109,000","43,299,000","42,299,000","38,114,000","60,445,000","27,008,000","18,961,000","19,644,000","38,003,000","13,977,000","8,937,000","6,883,000","24,752,000","6,753,000","5,900,000","4,303,000","21,109,000","4,088,000"
NetIncomeCommonStockholders,"836,300,000","317,900,000","226,900,000","199,800,000","91,700,000","311,000,000","231,700,000","-293,800,000","-677,100,000","298,800,000","20,000,000","148,900,000","117,400,000","254,800,000","122,300,000","211,700,000","140,300,000","63,200,000","-17,700,000","151,700,000","122,200,000","199,700,000","117,400,000","81,500,000","112,500,000","170,100,000","96,400,000","11,700,000","88,100,000","183,500,000","119,100,000","75,275,000","190,740,000","297,438,000","217,883,000","221,343,000","238,932,000","352,764,000","221,381,000","251,430,000","225,002,000","347,495,000","214,983,000","202,481,000","186,015,000","303,428,000","188,876,000","195,527,000","157,636,000","240,950,000","140,827,000","145,793,000","114,859,000","216,906,000","145,811,000","213,524,000","162,408,000","252,317,000","154,806,000","160,612,000","149,964,000","227,473,000","125,616,000","117,642,000","108,846,000","174,174,000","93,615,000","97,565,000","89,239,000","134,123,000","67,725,000","65,670,000","58,311,000","95,438,000","42,329,000","29,864,000","31,853,000","62,431,000","22,480,000","17,306,000","11,817,000","44,166,000","12,538,000","9,242,000","7,993,000","39,204,000","7,591,000"
	NetIncome,"836,300,000","317,900,000","226,900,000","199,800,000","91,700,000","311,000,000","231,700,000","-293,800,000","-677,100,000","298,800,000","20,000,000","148,900,000","117,400,000","254,800,000","122,300,000","211,700,000","140,300,000","63,200,000","-17,700,000","151,700,000","122,200,000","199,700,000","117,400,000","81,500,000","112,500,000","170,100,000","96,400,000","11,700,000","88,100,000","183,500,000","119,100,000","75,275,000","190,740,000","297,438,000","217,883,000","221,343,000","238,932,000","352,764,000","221,381,000","251,430,000","225,002,000","347,495,000","214,983,000","202,481,000","186,015,000","303,428,000","188,876,000","195,527,000","157,636,000","240,950,000","140,827,000","145,793,000","114,859,000","216,906,000","145,811,000","213,524,000","162,408,000","252,317,000","154,806,000","160,612,000","149,964,000","227,473,000","125,616,000","117,642,000","108,846,000","174,174,000","93,615,000","97,565,000","89,239,000","134,123,000","67,725,000","65,670,000","58,311,000","95,438,000","42,329,000","29,864,000","31,853,000","62,431,000","22,480,000","17,306,000","11,817,000","44,166,000","12,538,000","9,242,000","7,993,000","39,204,000","7,591,000"
		NetIncomeIncludingNoncontrollingInterests,"836,300,000","317,900,000","226,900,000","199,800,000","91,700,000","311,000,000","231,700,000","-293,800,000","-677,100,000","298,800,000","20,000,000","148,900,000","117,400,000","254,800,000","122,300,000","211,700,000","140,300,000","63,200,000","-17,700,000","151,700,000","122,200,000","199,700,000","117,400,000","81,500,000","112,500,000","170,100,000","96,400,000","11,700,000","88,100,000","183,500,000","119,100,000","75,275,000","190,740,000","297,438,000","217,883,000","221,343,000","238,932,000","352,764,000","221,381,000","251,430,000","225,002,000","347,495,000","214,983,000","202,481,000","186,015,000","303,428,000","188,876,000","195,527,000","157,636,000","240,950,000","140,827,000","145,793,000","114,859,000","216,906,000","145,811,000","213,524,000","162,408,000","252,317,000","154,806,000","160,612,000","149,964,000","227,473,000","125,616,000","117,642,000","108,846,000","174,174,000","93,615,000","97,672,000","93,480,000","140,495,000","70,646,000","70,521,000","63,523,000","100,725,000","45,022,000","32,286,000","33,447,000","64,707,000","23,796,000","16,267,000","12,506,000","44,968,000","12,270,000","9,242,000","7,993,000","39,204,000","7,591,000"
